millis,a_x,a_y,a_z,f,,,
432727,-0.93,0.59,0.54,0,,,
432732,-0.93,0.59,0.54,0,,,
432736,-0.93,0.59,0.54,0,,,
432740,-1.07,0.64,0.64,0,,,
432745,-1.07,0.64,0.64,0,,,
432749,-1.07,0.64,0.64,0,,,
432753,-1.07,0.64,0.64,0,,,
432758,-0.93,0.64,0.49,0,,,
432762,-0.93,0.64,0.49,0,,,
432766,-0.93,0.64,0.49,0,,,
432771,-0.93,0.64,0.49,0,,,
432775,-0.93,0.64,0.98,0,,,
432779,-0.78,0.39,0.98,0,,,
432784,-0.78,0.39,0.98,0,,,
432788,-0.78,0.39,0.98,0,,,
432792,-0.78,0.39,0.98,0,,,
432797,-0.78,0.34,1.03,0,,,
432801,-0.78,0.34,1.03,0,,,
432805,-0.78,0.34,1.03,0,,,
432810,-0.78,0.34,1.03,0,,,
432814,-0.88,0.15,0.98,0,,,
432818,-0.88,0.15,0.98,0,,,
432823,-0.88,0.15,0.98,0,,,
432827,-0.88,0.15,0.98,0,,,
432831,-0.88,0.15,0.88,0,,,
432835,-0.98,0.44,0.88,0,,,
432840,-0.98,0.44,0.88,0,,,
432844,-0.98,0.44,0.88,0,,,
432848,-0.98,0.44,0.88,0,,,
432852,-1.12,0.1,1.22,0,,,
432857,-1.12,0.1,1.22,0,,,
432861,-1.12,0.1,1.22,0,,,
432865,-1.12,0.1,1.22,0,,,
432869,-1.12,0.1,1.47,0,,,
432874,-1.03,0.1,1.47,0,,,
432953,-2.74,-0.93,2.64,0,,,
432957,-2.74,-0.93,2.64,0,,,
432962,-2.74,-0.93,2.64,0,,,
432966,-2.74,-1.17,2.74,0,,,
432970,-2.74,-1.17,2.74,0,,,
432974,-2.74,-1.17,2.74,0,,,
432979,-2.74,-1.17,2.74,0,,,
432983,-2.74,-1.17,2.34,0,,,
432987,-2.44,-0.73,2.34,0,,,
432992,-2.44,-0.73,2.34,0,,,
432996,-2.44,-0.73,2.34,0,,,
433087,4.15,-3.57,3.32,4095,,,
433092,4.15,-3.57,3.32,4095,,,
433096,4.15,-3.57,3.32,4093,,,
433100,-1.17,-3.81,-2.64,4016,,,
433105,-1.17,-3.81,-2.64,3766,,,
433109,-1.17,-3.81,-2.64,3715,,,
433114,-1.17,-3.81,-2.64,3431,,,
433118,-0.05,0.44,0.59,2699,,,
433123,-0.05,0.44,0.59,2236,,,
433127,-0.05,0.44,0.59,1519,,,
433131,-0.05,0.44,0.59,912,,,
433136,-0.05,0.44,3.81,1154,,,
433140,-0.24,0.24,3.81,1763,,,
433144,-0.24,0.24,3.81,2000,,,
433149,-0.24,0.24,3.81,1920,,,
433153,-0.24,0.24,3.81,1271,,,
433157,0.49,-1.17,1.37,528,,,
433162,0.49,-1.17,1.37,177,,,
433166,0.49,-1.17,1.37,139,,,
433170,0.49,-1.17,1.37,183,,,
433175,0.49,-0.44,0.54,157,,,
433179,0.2,-0.44,0.54,234,,,
433183,0.2,-0.44,0.54,163,,,
433187,0.2,-0.44,0.54,129,,,
433192,0.2,-0.44,-0.24,170,,,
433196,0.49,0.44,-0.64,123,,,
433200,0.49,0.44,-0.64,69,,,
433205,0.49,0.44,-0.64,131,,,
433209,0.49,0.44,-0.64,112,,,
433213,0.64,1.07,-0.2,143,,,
433218,0.64,1.07,-0.2,74,,,
433222,0.64,1.07,-0.2,85,,,
433226,0.64,1.07,-0.2,194,,,
433231,0.64,1.07,-0.15,74,,,
433235,0.59,1.42,-0.15,0,,,
433239,0.59,1.42,-0.15,16,,,
433244,0.59,1.42,-0.15,2,,,
433248,0.59,1.42,-0.15,52,,,
433252,0.78,1.47,-0.29,29,,,
433257,0.78,1.47,-0.29,69,,,
433261,0.78,1.47,-0.29,66,,,
433265,0.78,1.47,-0.29,70,,,
433301,0.68,0.78,-0.44,45,,,
433305,0.68,0.78,-0.44,5,,,
433310,0.34,0.88,-0.54,0,,,
433314,0.34,0.88,-0.54,0,,,
433318,0.34,0.88,-0.54,0,,,
433323,0.34,0.88,-0.54,0,,,
433327,0.1,0.78,-0.44,0,,,
433331,0.1,0.78,-0.44,3,,,
433336,0.1,0.78,-0.44,0,,,
433340,0.1,0.78,-0.44,0,,,
433345,0.1,0.78,-0.39,14,,,
433349,0.2,0.98,-0.39,0,,,
433353,0.2,0.98,-0.39,0,,,
433358,0.2,0.98,-0.39,0,,,
433362,0.2,0.98,-0.39,0,,,
433367,0.2,1.03,-0.34,0,,,
433371,0.2,1.03,-0.34,0,,,
433375,0.2,1.03,-0.34,0,,,
433379,0.2,1.03,-0.34,0,,,
433384,-0.24,0.93,-0.29,0,,,
433388,-0.24,0.93,-0.29,0,,,
433393,-0.24,0.93,-0.29,0,,,
433397,-0.24,0.93,-0.29,0,,,
433401,-0.24,0.93,-0.2,0,,,
433406,-0.39,0.83,-0.2,0,,,
433410,-0.39,0.83,-0.2,0,,,
433414,-0.39,0.83,-0.2,0,,,
433419,-0.39,0.83,-0.2,0,,,
433423,-0.1,0.83,-0.15,0,,,
433428,-0.1,0.83,-0.15,0,,,
433432,-0.1,0.83,-0.15,0,,,
433436,-0.1,0.83,-0.15,0,,,
433441,-0.1,0.88,0.05,0,,,
433445,-0.1,0.88,0.05,0,,,
433450,-0.1,0.88,0.05,0,,,
433454,-0.1,0.88,0.05,0,,,
433458,-0.1,0.88,0.2,0,,,
433463,-0.44,0.93,0.2,0,,,
433467,-0.44,0.93,0.2,0,,,
433471,-0.44,0.93,0.2,0,,,
433476,-0.44,0.93,0.2,0,,,
433480,-0.39,1.07,0.24,0,,,
433485,-0.39,1.07,0.24,0,,,
433489,-0.39,1.07,0.24,0,,,
433493,-0.39,1.07,0.24,0,,,
433498,-0.29,0.54,0.59,0,,,
433502,-0.29,0.54,0.59,0,,,
433506,-0.29,0.54,0.59,0,,,
433511,-0.29,0.54,0.59,0,,,
433515,-0.29,0.54,0.39,0,,,
433519,-0.24,0.88,0.39,0,,,
433523,-0.24,0.88,0.39,0,,,
433528,-0.24,0.88,0.39,0,,,
433532,-0.24,0.88,0.39,0,,,
433537,-0.39,0.78,0.49,0,,,
433541,-0.39,0.78,0.49,0,,,
433545,-0.39,0.78,0.49,0,,,
433550,-0.39,0.78,0.49,0,,,
433554,-0.39,0.73,0.59,0,,,
433559,-0.29,0.73,0.59,0,,,
433563,-0.29,0.73,0.59,0,,,
433567,-0.29,0.73,0.59,0,,,
433572,-0.29,0.73,1.37,0,,,
433576,-0.34,0.39,0.83,0,,,
433580,-0.34,0.39,0.83,0,,,
433584,-0.34,0.39,0.83,0,,,
433589,-0.34,0.39,0.83,0,,,
433593,-0.39,0.49,0.68,0,,,
433597,-0.39,0.49,0.68,0,,,
433602,-0.39,0.49,0.68,0,,,
433606,-0.39,0.49,0.68,0,,,
433610,-0.39,0.49,0.78,0,,,
433615,-0.49,0.49,0.78,0,,,
433619,-0.49,0.49,0.78,0,,,
433623,-0.49,0.49,0.78,0,,,
433628,-0.49,0.49,0.78,0,,,
433632,-0.2,0.39,1.03,0,,,
433636,-0.2,0.39,1.03,0,,,
433641,-0.2,0.39,1.03,0,,,
433645,-0.2,0.39,1.03,0,,,
433649,-0.2,0.44,1.12,0,,,
433653,-0.44,0.44,1.12,0,,,
433658,-0.44,0.44,1.12,0,,,
433662,-0.44,0.44,1.12,0,,,
433666,-0.44,0.44,1.12,0,,,
433671,-0.49,0.34,0.88,0,,,
433675,-0.49,0.34,0.88,0,,,
433679,-0.49,0.34,0.88,0,,,
433683,-0.49,0.34,0.88,0,,,
433718,-0.44,0.44,0.88,0,,,
433722,-0.44,0.44,0.88,0,,,
433726,-0.44,0.59,1.03,0,,,
433731,-0.44,0.59,1.03,0,,,
433735,-0.44,0.59,1.03,0,,,
433739,-0.44,0.59,1.03,0,,,
433744,-0.44,0.59,0.98,0,,,
433748,-0.49,0.54,0.98,0,,,
433752,-0.49,0.54,0.98,0,,,
433757,-0.49,0.54,0.98,0,,,
433761,-0.49,0.54,0.2,0,,,
433765,-0.39,0.54,0.59,0,,,
433770,-0.39,0.54,0.59,0,,,
433774,-0.39,0.54,0.59,0,,,
433778,-0.39,0.54,0.59,0,,,
433783,-0.44,0.68,0.78,0,,,
433787,-0.44,0.68,0.78,0,,,
433791,-0.44,0.68,0.78,0,,,
433796,-0.44,0.68,0.78,0,,,
433800,-0.44,0.68,0.59,0,,,
433804,-0.54,0.54,0.59,0,,,
433808,-0.54,0.54,0.59,0,,,
433813,-0.54,0.54,0.59,0,,,
433817,-0.54,0.54,0.59,0,,,
433821,-0.59,0.88,0.54,0,,,
433826,-0.59,0.88,0.54,0,,,
433830,-0.59,0.88,0.54,0,,,
433834,-0.59,0.88,0.54,0,,,
433839,-0.59,0.59,0.83,0,,,
433856,-0.54,0.59,0.83,0,,,
433860,-0.54,0.83,0.64,0,,,
433864,-0.54,0.83,0.64,0,,,
433869,-0.54,0.83,0.64,0,,,
433873,-0.54,0.83,0.64,0,,,
433877,-0.54,0.78,0.54,0,,,
433882,-0.54,0.78,0.54,0,,,
433886,-0.54,0.78,0.54,0,,,
433891,-0.54,0.78,0.54,0,,,
433895,-0.54,0.78,0.39,0,,,
433899,-0.64,0.34,0.39,0,,,
433904,-0.64,0.34,0.39,0,,,
433908,-0.64,0.34,0.39,0,,,
433912,-0.64,0.34,0.39,0,,,
433917,-0.44,0.68,0.68,0,,,
433921,-0.44,0.68,0.68,0,,,
433925,-0.44,0.68,0.68,0,,,
433930,-0.44,0.68,0.68,0,,,
433934,-0.44,0.68,0.44,0,,,
433938,-0.54,0.68,0.44,0,,,
433942,-0.54,0.68,0.44,0,,,
433947,-0.54,0.68,0.44,0,,,
433951,-0.54,0.68,0.44,0,,,
433955,-0.39,0.78,0.59,0,,,
433959,-0.39,0.78,0.59,0,,,
433964,-0.39,0.78,0.59,0,,,
434028,-0.54,0.68,0.49,0,,,
434033,-0.59,0.68,0.49,0,,,
434037,-0.59,0.68,0.49,0,,,
434041,-0.59,0.68,0.49,0,,,
434046,-0.59,0.68,0.49,0,,,
434050,-0.49,0.73,0.54,0,,,
434054,-0.49,0.73,0.54,0,,,
434059,-0.49,0.73,0.54,0,,,
434063,-0.49,0.73,0.54,0,,,
434067,-0.78,0.64,0.64,0,,,
434071,-0.78,0.64,0.64,0,,,
434076,-0.78,0.64,0.64,0,,,
434080,-0.78,0.64,0.64,0,,,
434084,-0.78,0.64,0.49,0,,,
434089,-0.78,0.68,0.49,0,,,
434093,-0.78,0.68,0.49,0,,,
434097,-0.78,0.68,0.49,0,,,
434101,-0.78,0.68,0.49,0,,,
434106,-0.68,0.54,0.49,0,,,
434110,-0.68,0.54,0.49,0,,,
434114,-0.68,0.54,0.49,0,,,
434119,-0.68,0.54,0.49,0,,,
434123,-0.68,0.54,0.54,0,,,
434128,-0.73,0.64,0.54,0,,,
434132,-0.73,0.64,0.54,0,,,
434136,-0.73,0.64,0.54,0,,,
434141,-0.73,0.64,0.54,0,,,
434145,-0.78,0.68,0.64,0,,,
434149,-0.78,0.68,0.64,0,,,
434153,-0.78,0.68,0.64,0,,,
434158,-0.78,0.68,0.64,0,,,
434162,-0.83,0.39,0.73,0,,,
434166,-0.83,0.39,0.73,0,,,
434170,-0.83,0.39,0.73,0,,,
434175,-0.83,0.39,0.73,0,,,
434179,-0.83,0.39,0.73,0,,,
434183,-0.78,0.44,0.64,0,,,
434187,-0.78,0.44,0.64,0,,,
434284,-1.17,-0.05,1.17,0,,,
434288,-1.17,-0.05,1.17,0,,,
434292,-1.17,-0.05,1.17,0,,,
434297,-1.27,-0.34,1.47,0,,,
434301,-1.27,-0.34,1.47,0,,,
434305,-1.27,-0.34,1.47,0,,,
434310,-1.27,-0.34,1.47,0,,,
434314,-1.61,-0.05,1.12,0,,,
434318,-1.61,-0.05,1.12,0,,,
434323,-1.61,-0.05,1.12,0,,,
434327,-1.61,-0.05,1.12,0,,,
434331,-1.61,-0.05,1.32,0,,,
434336,-2.44,-0.2,1.32,0,,,
434340,-2.44,-0.2,1.32,0,,,
434344,-2.44,-0.2,1.32,0,,,
434349,-2.44,-0.2,1.32,0,,,
434353,-2.78,-1.07,1.42,0,,,
434358,-2.78,-1.07,1.42,0,,,
434362,-2.78,-1.07,1.42,0,,,
434366,-2.78,-1.07,1.42,0,,,
434370,-2.78,-1.07,1.56,0,,,
434384,-3.62,-1.07,1.56,0,,,
434388,-3.62,-1.07,1.56,0,,,
434499,-0.24,-4.3,1.56,3601,,,
434504,1.32,-0.24,1.12,3281,,,
434508,0.98,-0.24,1.12,2913,,,
434512,0.98,-0.24,1.12,2341,,,
434517,0.98,-0.24,1.12,1969,,,
434521,0.98,-0.24,1.12,1400,,,
434525,-0.15,0.64,0.78,1021,,,
434530,-0.15,0.64,0.78,832,,,
434534,-0.15,0.64,0.78,1020,,,
434538,-0.15,0.64,0.78,1513,,,
434542,0.93,0.93,1.95,1757,,,
434547,0.93,0.93,1.95,1655,,,
434551,0.93,0.93,1.95,982,,,
434555,0.93,0.93,1.95,670,,,
434559,0.93,0.93,1.61,437,,,
434564,0.29,-0.59,1.61,260,,,
434568,0.29,-0.59,1.61,158,,,
434572,0.29,-0.59,1.61,189,,,
434577,0.29,-0.59,1.61,237,,,
434581,0.49,-0.2,0.2,161,,,
434585,0.49,-0.2,0.2,268,,,
434590,0.49,-0.2,0.2,148,,,
434594,0.49,-0.2,0.2,144,,,
434598,0.49,0.59,0,191,,,
434603,0.49,0.05,0,176,,,
434607,0.49,0.05,0,150,,,
434611,0.49,0.05,0,161,,,
434615,0.49,0.05,0,61,,,
434620,0.54,0.39,0.1,143,,,
434624,0.54,0.39,0.1,31,,,
434628,0.54,0.39,0.1,0,,,
434633,0.54,0.39,0.1,0,,,
434637,0.49,0.64,0.05,0,,,
434641,0.49,0.64,0.05,0,,,
434645,0.49,0.64,0.05,64,,,
434650,0.49,0.64,0.05,112,,,
434654,0.49,0.64,0.05,115,,,
434658,0.64,0.59,0.05,154,,,
434663,0.64,0.59,0.05,116,,,
434667,0.64,0.59,0.05,9,,,
434671,0.64,0.59,0.05,26,,,
434675,0.73,0.54,-0.44,0,,,
434680,0.73,0.54,-0.44,0,,,
434684,0.73,0.54,-0.44,0,,,
434688,0.73,0.54,-0.44,0,,,
434693,0.73,0.54,-0.39,0,,,
434697,0.49,0.68,-0.39,0,,,
434701,0.49,0.68,-0.39,0,,,
434706,0.49,0.68,-0.39,0,,,
434710,0.49,0.68,-0.39,0,,,
434714,0.59,0.49,-0.24,0,,,
434719,0.59,0.49,-0.24,0,,,
434723,0.59,0.49,-0.24,0,,,
434727,0.59,0.49,-0.24,0,,,
434732,0.59,0.88,-0.15,0,,,
434736,0.59,0.88,-0.15,0,,,
434740,0.59,0.88,-0.15,0,,,
434744,0.59,0.88,-0.15,0,,,
434749,0.59,0.88,-0.15,0,,,
434753,0.54,1.03,-0.2,0,,,
434757,0.54,1.03,-0.2,0,,,
434762,0.54,1.03,-0.2,0,,,
434783,0.34,0.93,0,0,,,
434788,0.34,0.15,0,0,,,
434792,0.39,0.73,0,0,,,
434796,0.39,0.73,0,0,,,
434800,0.39,0.73,0,0,,,
434805,0.39,0.73,0,0,,,
434809,0.2,0.73,0.1,0,,,
434813,0.2,0.73,0.1,0,,,
434817,0.2,0.73,0.1,0,,,
434822,0.2,0.73,0.1,0,,,
434826,0.2,1.51,0.1,0,,,
434830,0.2,0.93,0.1,0,,,
434835,0.2,0.93,0.1,0,,,
434839,0.2,0.93,0.1,0,,,
434843,0.2,0.93,0.1,0,,,
434848,-0.05,0.73,0.1,0,,,
434852,-0.05,0.73,0.1,0,,,
434856,-0.05,0.73,0.1,0,,,
434861,-0.05,0.73,0.1,0,,,
434865,-0.15,0.88,0.34,0,,,
434869,-0.15,0.88,0.34,0,,,
434874,-0.15,0.88,0.34,0,,,
434878,-0.15,0.88,0.34,0,,,
434882,-0.15,0.88,0.49,0,,,
434887,-0.15,0.73,0.49,0,,,
434891,-0.15,0.73,0.49,0,,,
434895,-0.15,0.73,0.49,0,,,
434900,-0.15,0.73,0.49,0,,,
434904,-0.05,0.88,0.54,0,,,
434908,-0.05,0.88,0.54,0,,,
434912,-0.05,0.88,0.54,0,,,
434917,-0.05,0.88,0.54,0,,,
434921,-0.05,0.88,0.44,0,,,
434925,-0.15,0.93,0.44,0,,,
434930,-0.15,0.93,0.44,0,,,
434934,-0.15,0.93,0.44,0,,,
434938,-0.15,0.93,1.22,0,,,
434943,-0.1,0.68,0.83,0,,,
434947,-0.1,0.68,0.83,0,,,
434951,-0.1,0.68,0.83,0,,,
434956,-0.1,0.68,0.83,0,,,
434960,-0.15,0.88,0.54,0,,,
434964,-0.15,0.88,0.54,0,,,
434969,-0.15,0.88,0.54,0,,,
434973,-0.15,0.88,0.54,0,,,
434978,-0.15,0.88,0.88,0,,,
434982,-0.2,1.07,0.88,0,,,
434986,-0.2,1.07,0.88,0,,,
434991,-0.2,1.07,0.88,0,,,
434995,-0.2,1.07,0.88,0,,,
434999,-0.34,1.07,0.93,0,,,
435003,-0.34,1.07,0.93,0,,,
435008,-0.34,1.07,0.93,0,,,
435012,-0.34,1.07,0.93,0,,,
435016,-0.34,0.73,0.93,0,,,
435021,-0.1,0.73,0.93,0,,,
435025,-0.1,0.73,0.93,0,,,
435029,-0.1,0.73,0.93,0,,,
435034,-0.1,0.73,0.64,0,,,
435038,-0.1,0.93,0.64,0,,,
435042,-0.1,0.93,0.64,0,,,
435047,-0.1,0.93,0.64,0,,,
435051,-0.1,0.93,0.64,0,,,
435055,-0.24,0.93,0.68,0,,,
435060,-0.24,0.93,0.68,0,,,
435064,-0.24,0.93,0.68,0,,,
435068,-0.24,0.93,0.68,0,,,
435073,-0.24,0.93,0.93,0,,,
435077,-0.1,0.88,0.93,0,,,
435081,-0.1,0.88,0.93,0,,,
435085,-0.1,0.88,0.93,0,,,
435090,-0.1,0.88,0.93,0,,,
435094,-0.2,0.88,1.27,0,,,
435098,-0.2,0.88,1.27,0,,,
435103,-0.2,0.88,1.27,0,,,
435107,-0.2,0.88,1.27,0,,,
435111,-0.2,0.93,1.37,0,,,
435116,-0.05,0.93,1.37,0,,,
435120,-0.05,0.93,1.37,0,,,
435124,-0.05,0.93,1.37,0,,,
435128,-0.05,0.93,1.37,0,,,
435133,-0.1,1.07,0.98,0,,,
435137,-0.1,1.07,0.98,0,,,
435186,-0.15,1.07,1.27,0,,,
435190,-0.29,1.12,1.12,0,,,
435196,-0.29,1.12,1.12,0,,,
435200,-0.29,1.12,1.12,0,,,
435205,-0.29,1.12,1.37,0,,,
435209,-0.24,1.17,1.37,0,,,
435213,-0.24,1.17,1.37,0,,,
435218,-0.24,1.17,1.37,0,,,
435222,-0.24,1.17,1.37,0,,,
435226,-0.54,1.07,1.37,0,,,
435231,-0.54,1.07,1.37,0,,,
435235,-0.54,1.07,1.37,0,,,
435239,-0.54,1.07,1.37,0,,,
435244,-0.54,1.07,1.17,0,,,
435248,-0.24,1.03,1.17,0,,,
435252,-0.24,1.03,1.17,0,,,
435256,-0.24,1.03,1.17,0,,,
435261,-0.24,1.03,1.17,0,,,
435328,-0.54,0.73,1.42,0,,,
435332,-0.54,0.73,1.42,0,,,
435337,-0.54,0.73,1.42,0,,,
435341,-0.49,0.78,1.76,0,,,
435346,-0.49,0.78,1.76,0,,,
435350,-0.49,0.78,1.76,0,,,
435354,-0.49,0.78,1.76,0,,,
435359,-0.49,0.73,1.61,0,,,
435363,-0.49,0.73,1.61,0,,,
435367,-0.49,0.73,1.61,0,,,
435372,-0.49,0.73,1.61,0,,,
435376,-0.49,0.73,1.76,0,,,
435380,-0.44,0.83,1.76,0,,,
435385,-0.44,0.83,1.76,0,,,
435389,-0.44,0.83,1.76,0,,,
435393,-0.44,0.83,1.76,0,,,
435398,-0.29,0.59,1.56,0,,,
435402,-0.29,0.59,1.56,0,,,
435406,-0.29,0.59,1.56,0,,,
435411,-0.29,0.59,1.56,0,,,
435415,-0.29,0.64,1.71,0,,,
435420,-0.44,0.64,1.71,0,,,
435424,-0.44,0.64,1.71,0,,,
435428,-0.44,0.64,1.71,0,,,
435432,-0.44,0.64,1.71,0,,,
435437,-0.39,0.68,2.05,0,,,
435441,-0.39,0.68,2.05,0,,,
435445,-0.39,0.68,2.05,0,,,
435450,-0.39,0.68,2.05,0,,,
435454,-0.29,0.78,2.1,0,,,
435458,-0.29,0.78,2.1,0,,,
435462,-0.29,0.78,2.1,0,,,
435467,-0.29,0.78,2.1,0,,,
435471,-0.29,0.78,2,0,,,
435475,-0.39,0.93,2,0,,,
435480,-0.39,0.93,2,0,,,
435484,-0.39,0.93,2,0,,,
435488,-0.39,0.93,2,0,,,
435495,-0.29,0.88,2,0,,,
435499,-0.29,0.88,2,0,,,
435503,-0.29,0.88,2,0,,,
435516,-0.44,0.98,1.81,0,,,
435520,-0.44,0.98,1.81,0,,,
435524,-0.44,0.98,1.81,0,,,
435591,-0.15,0.98,1.95,0,,,
435595,-0.15,0.98,1.95,0,,,
435600,-0.15,0.98,1.95,0,,,
435604,-0.15,0.98,1.86,0,,,
435609,-0.2,1.12,1.86,0,,,
435613,-0.2,1.12,1.86,0,,,
435617,-0.2,1.12,1.86,0,,,
435622,-0.2,1.12,1.86,0,,,
435626,-0.1,0.98,1.61,0,,,
435630,-0.1,0.98,1.61,0,,,
435635,-0.1,0.98,1.61,0,,,
435639,-0.1,0.98,1.61,0,,,
435643,-0.15,1.27,1.66,0,,,
435648,-0.15,1.27,1.66,0,,,
435652,-0.15,1.27,1.66,0,,,
435656,-0.15,1.27,1.66,0,,,
435661,-0.15,1.27,1.61,0,,,
435665,-0.29,0.98,1.61,0,,,
435669,-0.29,0.98,1.61,0,,,
435674,-0.29,0.98,1.61,0,,,
435678,-0.29,0.98,1.61,0,,,
435682,-0.24,0.98,1.86,0,,,
435687,-0.24,0.98,1.86,0,,,
435691,-0.24,0.98,1.86,0,,,
